Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	per_tile_sequence_quality	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
ERX1819430	4749358	3621776	28874	537673	0	0	0	0	0	0	0	0	0	403164	155154	2717	76.25822269030887	4749358.0	4211685.0	88.68	537673.0	11.32	ERX1819430_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4749358.0	0.0	20-150	44.0	38.65788294302693	127.32831911176207	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	5429185	3725037	5429185	814377750	3835444	606583177	25.51574782095901			0.4538	0.0105	0.5357
ERX1819431	4331233	3327262	24236	496164	0	0	0	0	0	0	0	0	0	340281	140768	2522	76.82020339242891	4331233.0	3835069.0	88.54	496164.0	11.46	ERX1819431_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4331233.0	0.0	20-150	44.0	38.13732812345144	133.46054714673627	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	5303360	3475101	5303360	795504000	5520551	580018500	27.0879216195016			0.4516	0.0096	0.5388
ERX1819432	4588451	3537172	27517	464278	0	0	0	0	0	0	0	0	0	407006	149743	2735	77.08858610454814	4588451.0	4124173.0	89.88	464278.0	10.12	ERX1819432_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4588451.0	0.0	20-150	44.0	37.726883361654316	128.6223346397292	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	5141509	3477778	5141509	771226350	4500627	592014770	23.23722212032823			0.4545	0.0106	0.5349
ERX1819433	4585181	3517904	23986	496265	0	0	0	0	0	0	0	0	0	401764	142457	2805	76.72333982017284	4585181.0	4088916.0	89.18	496265.0	10.82	ERX1819433_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4585181.0	0.0	20-150	44.0	38.415045198006524	127.24640575802788	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	pass	5175378	3547148	5175378	776306700	3886934	585223580	24.614385010460428			0.4621	0.0116	0.5263
ERX1819434	13051963	10720554	37103	456250	0	0	0	0	0	0	0	0	0	1471064	355162	11830	82.13748384055334	13051963.0	12595713.0	96.5	456250.0	3.5	ERX1819434_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13051963.0	0.0	20-75	45.0	25.91808076179528	72.83656090658549	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	14979063	6525546	14979063	1123429725	1881473	959925550	14.5540189440866			0.4247	0.0147	0.5606
ERX1819435	11781270	9776923	39306	495905	0	0	0	0	0	0	0	0	0	1146008	312692	10436	82.9870039477917	11781270.0	11285365.0	95.79	495905.0	4.21	ERX1819435_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11781270.0	0.0	20-75	45.0	27.347392290845033	72.88329220873472	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	13535305	5896449	13535305	1015147875	1905320	867017412	14.592008381044982			0.4051	0.0135	0.5815
ERX1819436	16121491	13564168	41046	549640	0	0	0	0	0	0	0	0	0	1533103	418999	14535	84.13718061189253	16121491.0	15571851.0	96.59	549640.0	3.41	ERX1819436_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16121491.0	0.0	20-75	45.0	22.93408820604448	73.17293878091053	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	18313726	7566537	18313726	1373529450	1900635	1191196240	13.274794362800158			0.4313	0.0135	0.5552
ERX1819437	16431106	13602691	174576	638662	0	0	0	0	0	0	0	0	0	1533653	465911	15613	82.7862165821339	16431106.0	15792444.0	96.11	638662.0	3.89	ERX1819437_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16431106.0	0.0	20-75	45.0	24.610208124748286	72.91874935259987	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	17883836	7217302	17883836	1341287700	2109119	1209825159	9.80121870945361			0.4183	0.0122	0.5695
ERX1819438	7981844	6244210	32630	690093	0	0	0	0	0	0	0	0	0	801100	207896	5915	78.23016836710916	7981844.0	7291751.0	91.35	690093.0	8.65	ERX1819438_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7981844.0	0.0	20-75	46.0	46.26478874140243	71.31779222946477	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	8964150	3911247	8964150	672311250	8079404	574192104	14.594303754399467			0.4399	0.0158	0.5443
ERX1819439	7695818	5886287	36301	833188	0	0	0	0	0	0	0	0	0	746415	187355	6272	76.48682700136621	7695818.0	6862630.0	89.17	833188.0	10.83	ERX1819439_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7695818.0	0.0	20-75	47.0	46.39059333483363	71.63635262684227	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	8659993	3690007	8659993	649499475	8205032	556094378	14.381088914660015			0.4355	0.0157	0.5488
ERX1819440	7146488	5364077	26779	707928	0	0	0	0	0	0	0	0	0	860372	182445	4887	75.05892404772806	7146488.0	6438560.0	90.09	707928.0	9.91	ERX1819440_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7146488.0	0.0	20-75	46.0	45.75798422828637	71.44637421905695	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	7881347	3295513	7881347	591101025	7255896	515058126	12.864619715386214			0.4431	0.0153	0.5416
ERX1819441	6787594	4929827	26071	973218	0	0	0	0	0	0	0	0	0	693474	159446	5558	72.62996284103028	6787594.0	5814376.0	85.66	973218.0	14.34	ERX1819441_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6787594.0	0.0	20-75	48.0	47.94633357094265	70.96527252513924	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	7861899	3641281	7861899	589642425	9133954	485963895	17.583288719430257			0.4356	0.0152	0.5492
ERX1819442	4201861	2911746	13218	731072	0	0	0	0	0	0	0	0	0	445052	97750	3023	69.29658072934825	4201861.0	3470789.0	82.6	731072.0	17.4	ERX1819442_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4201861.0	0.0	20-75	49.0	54.56329420522571	70.41503609948069	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass	pass	5570617	3024101	5570617	417796275	7539015	298576610	28.535358530901213			0.4195	0.0174	0.563
ERX1819443	7087147	5451874	29202	752777	0	0	0	0	0	0	0	0	0	677569	170093	5632	76.92621586655393	7087147.0	6334370.0	89.38	752777.0	10.62	ERX1819443_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7087147.0	0.0	20-75	47.0	46.90773180672578	70.95289006986873	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	8058931	3635033	8058931	604419825	7429310	507268265	16.073523068175334			0.4276	0.0164	0.5561
ERX1819444	6356688	4589441	24193	850116	0	0	0	0	0	0	0	0	0	732539	155694	4705	72.19861978439086	6356688.0	5506572.0	86.63	850116.0	13.37	ERX1819444_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6356688.0	0.0	20-75	48.0	49.081714935776866	70.47273737518655	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	pass	7544875	3647727	7544875	565865625	10013370	452015363	20.119663921977946			0.4205	0.0169	0.5625
ERX1819445	6444620	4683853	33926	966118	0	0	0	0	0	0	0	0	0	616378	139433	4912	72.6784977236827	6444620.0	5478502.0	85.01	966118.0	14.99	ERX1819445_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6444620.0	0.0	20-75	48.0	51.084532580053676	70.20979762965078	pass	pass	pass	fail	fail	pass	warn	warn	warn	pass	pass	8090698	4296072	8090698	606802350	9248538	456502216	24.769207634083816			0.425	0.0156	0.5594
ERX1819446	20460208	16810042	100685	1097766	0	0	0	0	0	0	0	0	0	1921036	513618	17061	82.15968283411391	20460208.0	19362442.0	94.63	1097766.0	5.37	ERX1819446_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20460208.0	0.0	20-75	45.0	22.675652492534645	72.84076212714945	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	warn	23845281	10638475	23845281	1788396075	3045387	1504851694	15.854674753745474			0.4264	0.0121	0.5615
ERX1819447	28005787	23226479	201929	1211254	0	0	0	0	0	0	0	0	0	2536661	807139	22325	82.93456991585346	28005787.0	26794533.0	95.67	1211254.0	4.33	ERX1819447_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28005787.0	0.0	20-75	45.0	31.049011619493623	71.3888727354814	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	pass	32084531	15770715	32084531	2406339825	14839894	2017482239	16.15971202238653			0.4201	0.0166	0.5633
ERX1819448	9933720	6299877	28550	907363	0	0	0	0	0	0	0	0	0	2335429	357982	4519	63.41911187349754	9933720.0	9026357.0	90.87	907363.0	9.13	ERX1819448_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9933720.0	0.0	20-150	46.0	30.794209734750734	111.2874806215597	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	fail	11839786	8861021	11839786	1775967900	7288563	1109131574	37.547769078483896			0.4291	0.0192	0.5517
ERX1819449	11229188	7648825	54912	813613	0	0	0	0	0	0	0	0	0	2334226	371053	6559	68.11556632589996	11229188.0	10415575.0	92.75	813613.0	7.25	ERX1819449_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11229188.0	0.0	20-150	46.0	33.950259807089985	103.733347504735	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	12907432	10337453	12907432	1936114800	15635717	1167994306	39.673292823338784			0.4073	0.0184	0.5742
ERX1819450	12932406	9474504	90469	885116	0	0	0	0	0	0	0	0	0	2058110	415779	8428	73.26172716816963	12932406.0	12047290.0	93.16	885116.0	6.84	ERX1819450_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12932406.0	0.0	20-150	46.0	32.90074487887093	105.99680469357365	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	14520832	11627841	14520832	2178124800	11033622	1374335800	36.902798223499396			0.4153	0.0153	0.5694
ERX1819451	11303752	7281786	35746	852407	0	0	0	0	0	0	0	0	0	2740051	388349	5413	64.41919461785784	11303752.0	10451345.0	92.46	852407.0	7.54	ERX1819451_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11303752.0	0.0	20-150	46.0	31.009672357381486	106.72871122791796	pass	pass	pass	fail	fail	pass	warn	fail	warn	pass	fail	12608149	9648210	12608149	1891222350	7466511	1210123687	36.01367459516328			0.41600000000000004	0.0199	0.5641
ERX1819452	11791229	8473253	45466	795495	0	0	0	0	0	0	0	0	0	2080827	388802	7386	71.8606431950393	11791229.0	10995734.0	93.25	795495.0	6.75	ERX1819452_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11791229.0	0.0	20-150	46.0	32.645724087136266	107.58554981842859	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	12914813	10182055	12914813	1937221950	8420029	1271943576	34.34187672713496			0.4127	0.0172	0.5701
ERX1819453	11002229	7811796	62558	756154	0	0	0	0	0	0	0	0	0	2011655	353174	6892	71.00193969785578	11002229.0	10246075.0	93.13	756154.0	6.87	ERX1819453_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11002229.0	0.0	20-150	46.0	33.17222974814084	107.3818606211523	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	fail	11871529	9325631	11871529	1780729350	7339789	1184632370	33.47487814473323			0.4266	0.0177	0.5557
ERX1981712	18308940	16396194	3463	722776	0	0	0	0	0	0	0	0	0	717010	448068	21429	89.55293971141968	18308940.0	17586164.0	96.05	722776.0	3.95	ERX1981712_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18308940.0	0.0	20-51	45.0	19.25994314252797	50.502793007132034	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	18313955	5544379	18313955	934011705	1782565	924663111	1.0009075849857791			0.4165	0.0087	0.5748
ERX1981713	23915961	21381029	5939	795964	0	0	0	0	0	0	0	0	0	958735	750724	23570	89.40066844899103	23915961.0	23119997.0	96.67	795964.0	3.33	ERX1981713_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23915961.0	0.0	20-51	44.0	14.179750929389241	50.5059002228679	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	23921169	7234557	23921169	1219979619	2298710	1207909735	0.9893512819413748			0.4448	0.0094	0.5458
ERX1981714	14930455	13409589	11218	315580	0	0	0	0	0	0	0	0	0	576557	603119	14392	89.81366609390001	14930455.0	14614875.0	97.89	315580.0	2.11	ERX1981714_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14930455.0	0.0	20-51	44.0	16.39616847690019	50.50334152576061	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	14933966	4471873	14933966	761632266	1600827	754047098	0.9959094878997682			0.4515	0.0124	0.5361
ERX1981715	13945467	11781865	15966	553537	0	0	0	0	0	0	0	0	0	1055550	529216	9333	84.48526678955966	13945467.0	13391930.0	96.03	553537.0	3.97	ERX1981715_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13945467.0	0.0	20-51	43.0	19.955312507347838	50.48731964300658	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	13950920	4348970	13950920	711496920	1355066	704081944	1.0421655795783349			0.3455	0.0297	0.6247
ERX1981716	20394637	17585969	5501	700216	0	0	0	0	0	0	0	0	0	1358822	728685	15444	86.22839916199537	20394637.0	19694421.0	96.57	700216.0	3.43	ERX1981716_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20394637.0	0.0	20-51	43.0	15.856111664179233	50.491323674944546	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	fail	20408499	6340602	20408499	1040833449	2158588	1029772635	1.062688176540337			0.3565	0.0178	0.6258
ERX1981717	28366805	24641887	53474	816386	0	0	0	0	0	0	0	0	0	1824885	1007477	22696	86.86874323703356	28366805.0	27550419.0	97.12	816386.0	2.88	ERX1981717_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28366805.0	0.0	20-51	44.0	13.955894011106125	50.49944116018706	pass	pass	pass	fail	pass	pass	warn	fail	pass	pass	fail	28393780	8744954	28393780	1448082780	3352352	1432542563	1.073158055232174			0.3598	0.0157	0.6245
ERX2274784	15839050	2385317	12146164	930488	0	0	0	0	0	0	0	0	0	264362	110169	2550	15.059722647507266	15839050.0	14908562.0	94.13	930488.0	5.87	ERX2274784_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15839050.0	0.0	20-51	51.0	9.448906981697267	50.57691029449367	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		15841315	4012930	15841315	807907065	1322180	801101718	0.8423428009012399			0.6784	0.0026	0.319
ERX2274785	11554115	2474789	8083589	692902	0	0	0	0	0	0	0	0	0	196791	102911	3133	21.419113450056532	11554115.0	10861213.0	94.0	692902.0	6.0	ERX2274785_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11554115.0	0.0	20-51	51.0	12.166790930103529	50.57303454223886	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		11555371	2962905	11555371	589323921	988422	584333363	0.8468276650864135			0.6326	0.0035	0.3639
ERX2274786	10774840	1252201	8948694	368849	0	0	0	0	0	0	0	0	0	150091	53759	1246	11.621527558645882	10774840.0	10405991.0	96.58	368849.0	3.42	ERX2274786_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10774840.0	0.0	20-51	53.0	8.416277626724362	50.5932434263525	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		10775899	2634272	10775899	549570849	937732	545138777	0.8064605333533621			0.6734	0.0019	0.3247
ERX2274787	8825754	849328	7443758	324513	0	0	0	0	0	0	0	0	0	177785	29538	832	9.623291109178886	8825754.0	8501241.0	96.32	324513.0	3.68	ERX2274787_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8825754.0	0.0	20-51	53.0	8.881501555748645	50.59753931505456	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		8826695	2125217	8826695	450161445	782921	446565095	0.7989022693847093			0.6869	0.0016	0.3115
ERX2274788	9174125	1268754	7107732	543884	0	0	0	0	0	0	0	0	0	206611	45788	1356	13.829700380145244	9174125.0	8630241.0	94.07	543884.0	5.93	ERX2274788_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9174125.0	0.0	20-51	52.0	10.649376788197843	50.589355497118255	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		9175697	2296945	9175697	467960547	771811	464117896	0.8211484973753567			0.6625	0.0022	0.3353
ERX2274789	16258018	2488670	12207246	1137381	0	0	0	0	0	0	0	0	0	329139	93462	2120	15.307339430919562	16258018.0	15120637.0	93.0	1137381.0	7.0	ERX2274789_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16258018.0	0.0	20-51	51.0	10.68574417802072	50.57373371096034	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		16259934	4092373	16259934	829256634	1448821	822238528	0.8463129159603443			0.6844	0.0023	0.3133
ERX2274790	14883537	2521241	11163266	810587	0	0	0	0	0	0	0	0	0	275746	109664	3033	16.939797307588915	14883537.0	14072950.0	94.55	810587.0	5.45	ERX2274790_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14883537.0	0.0	20-51	51.0	10.357972830619802	50.572964746215895	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		14886446	3795763	14886446	759208746	1260101	752714709	0.8553690976578923			0.6674	0.003	0.3296
ERX2274791	14254867	2887864	10155178	857733	0	0	0	0	0	0	0	0	0	231277	119564	3251	20.258793014343805	14254867.0	13397134.0	93.98	857733.0	6.02	ERX2274791_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14254867.0	0.0	20-51	51.0	11.357787381527407	50.57674343787285	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		14258138	3631599	14258138	727165038	1194412	720975396	0.8512018147935214			0.6383	0.0031	0.3586
ERX2274792	11748429	2002436	8789690	637532	0	0	0	0	0	0	0	0	0	231225	85683	1863	17.044287368123857	11748429.0	11110897.0	94.57	637532.0	5.43	ERX2274792_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11748429.0	0.0	20-51	51.0	10.58164473960349	50.58334488806972	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		11751087	2932009	11751087	599305437	1007554	594281659	0.8382667150740366			0.6565	0.0031	0.3404
ERX2274793	9628063	1403369	7544536	438412	0	0	0	0	0	0	0	0	0	188931	51569	1246	14.575818625200105	9628063.0	9189651.0	95.45	438412.0	4.55	ERX2274793_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9628063.0	0.0	20-51	52.0	11.08396374456335	50.59045344842468	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		9630045	2353303	9630045	491132295	818975	487094624	0.8221147420167105			0.6529	0.0022	0.3449
ERX2274794	14936758	1985209	11648955	964639	0	0	0	0	0	0	0	0	0	266160	70089	1706	13.290762292593882	14936758.0	13972119.0	93.54	964639.0	6.46	ERX2274794_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14936758.0	0.0	20-51	52.0	10.280129263674988	50.56844959260904	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		14939833	3820796	14939833	761931483	1327990	755339455	0.8651733321275556			0.693	0.0024	0.3047
ERX2274795	9654117	1246813	7673548	509243	0	0	0	0	0	0	0	0	0	179352	44035	1126	12.914832086663132	9654117.0	9144874.0	94.73	509243.0	5.27	ERX2274795_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9654117.0	0.0	20-51	52.0	9.829948227192963	50.59255372604248	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		9655961	2396356	9655961	492454011	811503	488431807	0.8167674361779134			0.6692	0.0018	0.32899999999999996
ERX2274796	16456634	2856410	12223166	944506	0	0	0	0	0	0	0	0	0	293408	136342	2802	17.357194672981123	16456634.0	15512128.0	94.26	944506.0	5.74	ERX2274796_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16456634.0	0.0	20-51	51.0	10.217249433905085	50.57778182342757	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		16458975	4150569	16458975	839407725	1393038	832353813	0.8403439460841273			0.664	0.0026	0.3335
ERX2274797	13056569	1313530	10968984	552348	0	0	0	0	0	0	0	0	0	165161	55203	1343	10.060299914931711	13056569.0	12504221.0	95.77	552348.0	4.23	ERX2274797_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13056569.0	0.0	20-51	53.0	7.876070439741963	50.58574691406296	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		13060268	3229954	13060268	666073668	1148689	660482298	0.8394521910450302			0.6882	0.0018	0.3101
ERX2274798	14010604	2621816	10517280	550271	0	0	0	0	0	0	0	0	0	212653	105521	3063	18.71308331889189	14010604.0	13460333.0	96.07	550271.0	3.93	ERX2274798_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14010604.0	0.0	20-51	52.0	9.905569542262633	50.579586147749225	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		14012676	3544629	14012676	714646476	1207793	708659657	0.8377315499419045			0.6372	0.0023	0.3604
ERX2274799	10061722	1604204	7467084	677063	0	0	0	0	0	0	0	0	0	255860	56022	1489	15.94363271018619	10061722.0	9384659.0	93.27	677063.0	6.73	ERX2274799_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10061722.0	0.0	20-51	51.0	12.138115476677553	50.58387928030609	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		10063776	2521799	10063776	513252576	836902	508966277	0.8351246930711946			0.6687	0.0028	0.3285
ERX2274800	11556511	1607016	9098694	543711	0	0	0	0	0	0	0	0	0	250157	55595	1338	13.905719468445106	11556511.0	11012800.0	95.3	543711.0	4.7	ERX2274800_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11556511.0	0.0	20-51	52.0	10.317331527456817	50.58430541882407	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass		11557910	2844339	11557910	589453410	1022470	584584772	0.8259580685096045			0.6676	0.0019	0.3305
ERX2274801	16036344	3217049	11242062	1079394	0	0	0	0	0	0	0	0	0	388409	106103	3327	20.06098771640219	16036344.0	14956950.0	93.27	1079394.0	6.73	ERX2274801_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16036344.0	0.0	20-51	51.0	12.020202255607858	50.57618825088811	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass		16040972	4105794	16040972	818089572	1347328	811066383	0.8584865570197			0.6543	0.0031	0.3426
